gene_symbol,reference_gene_id
TADA2B,ENSSSCG00000029624
TAL1,ENSSSCG00000035847
TAL2,ENSSSCG00000037867
TAX1BP1,ENSSSCG00000016692
TBR1,ENSSSCG00000015891
TBX1,ENSSSCG00000037762
TBX10,ENSSSCG00000034410
TBX18,ENSSSCG00000004290
TBX19,ENSSSCG00000006299
TBX2,ENSSSCG00000027060
TBX20,ENSSSCG00000016662
TBX21,ENSSSCG00000017517
TBX22,ENSSSCG00000012449
TBX3,ENSSSCG00000009865
TBX4,ENSSSCG00000022980
TBX5,ENSSSCG00000009867
TBX6,ENSSSCG00000034774
TBXT,ENSSSCG00000036609
TCF12,ENSSSCG00000004600
TCF15,ENSSSCG00000036940
TCF19,ENSSSCG00000001392
TCF21,ENSSSCG00000033258
TCF23,ENSSSCG00000027409
TCF24,ENSSSCG00000049935
TCF25,ENSSSCG00000036102
TCF3,ENSSSCG00000013437
TCF4,ENSSSCG00000004535
TCF7,ENSSSCG00000030680
TCF7L2,ENSSSCG00000010638
TCFL5,ENSSSCG00000038631
TEAD1,ENSSSCG00000013399
TEAD2,ENSSSCG00000025568
TEAD4,ENSSSCG00000000736
TEF,ENSSSCG00000035152
TERB1,ENSSSCG00000035639
TERF1,ENSSSCG00000006184
TERF2,ENSSSCG00000002762
TET2,ENSSSCG00000009157
TFAM,ENSSSCG00000040185
TFAP2A,ENSSSCG00000001036
TFAP2B,ENSSSCG00000025535
TFAP2C,ENSSSCG00000007499
TFAP2D,ENSSSCG00000001744
TFAP2E,ENSSSCG00000040097
TFAP4,ENSSSCG00000040215
TFB1M,ENSSSCG00000024361
TFCP2,ENSSSCG00000031206
TFCP2L1,ENSSSCG00000015732
TFDP1,ENSSSCG00000009560
TFDP2,ENSSSCG00000037647
TFE3,ENSSSCG00000012287
TFEB,ENSSSCG00000001621
TFEC,ENSSSCG00000038138
TGIF1,ENSSSCG00000024174
TGIF2,ENSSSCG00000036002
THAP1,ENSSSCG00000039969
THAP11,ENSSSCG00000002769
THAP12,ENSSSCG00000040639
THAP2,ENSSSCG00000021270
THAP3,ENSSSCG00000036876
THAP4,ENSSSCG00000016374
THAP5,ENSSSCG00000038158
THAP6,ENSSSCG00000029348
THAP7,ENSSSCG00000033301
THAP9,ENSSSCG00000009243
THRA,ENSSSCG00000035969
THRB,ENSSSCG00000036033
THYN1,ENSSSCG00000028149
TLX1,ENSSSCG00000010561
TLX2,ENSSSCG00000022499
TLX3,ENSSSCG00000016999
TMEM9B,ENSSSCG00000014577
TMF1,ENSSSCG00000011510
TOX,ENSSSCG00000006235
TOX2,ENSSSCG00000022202
TOX3,ENSSSCG00000002835
TOX4,ENSSSCG00000029203
TP53,ENSSSCG00000017950
TP63,ENSSSCG00000025592
TP73,ENSSSCG00000025685
TRERF1,ENSSSCG00000001639
TRPS1,ENSSSCG00000006018
TSC22D1,ENSSSCG00000009422
TSC22D2,ENSSSCG00000011708
TSC22D3,ENSSSCG00000030241
TSC22D4,ENSSSCG00000025164
TSHZ1,ENSSSCG00000004861
TSHZ3,ENSSSCG00000025214
TUB,ENSSSCG00000014581
TULP1,ENSSSCG00000035972
TULP2,ENSSSCG00000003149
TULP3,ENSSSCG00000000737
UBP1,ENSSSCG00000011235
UBTF,ENSSSCG00000017360
UNCX,ENSSSCG00000007555
USF1,ENSSSCG00000006371
USF2,ENSSSCG00000002885
USF3,ENSSSCG00000011918
VAX1,ENSSSCG00000010666
VAX2,ENSSSCG00000008318
VDR,ENSSSCG00000020864
VEZF1,ENSSSCG00000017623
VSX1,ENSSSCG00000023887
VSX2,ENSSSCG00000002363
WDHD1,ENSSSCG00000005052
WIZ,ENSSSCG00000013836
WT1,ENSSSCG00000013316
XBP1,ENSSSCG00000030996
XPA,ENSSSCG00000005368
YBX2,ENSSSCG00000017938
YBX3,ENSSSCG00000000633
YEATS4,ENSSSCG00000037845
YY1,ENSSSCG00000037558
ZBED1,ENSSSCG00000031130
ZBED2,ENSSSCG00000011936
ZBED4,ENSSSCG00000035313
ZBED5,ENSSSCG00000033411
ZBTB1,ENSSSCG00000023724
ZBTB10,ENSSSCG00000006155
ZBTB11,ENSSSCG00000011953
ZBTB12,ENSSSCG00000001421
ZBTB14,ENSSSCG00000033032
ZBTB16,ENSSSCG00000030095
ZBTB17,ENSSSCG00000026103
ZBTB18,ENSSSCG00000035213
ZBTB2,ENSSSCG00000004090
ZBTB20,ENSSSCG00000026113
ZBTB22,ENSSSCG00000001507
ZBTB24,ENSSSCG00000004411
ZBTB25,ENSSSCG00000039616
ZBTB26,ENSSSCG00000032575
ZBTB32,ENSSSCG00000002908
ZBTB33,ENSSSCG00000012608
ZBTB34,ENSSSCG00000031426
ZBTB37,ENSSSCG00000015494
ZBTB38,ENSSSCG00000022073
ZBTB39,ENSSSCG00000037617
ZBTB40,ENSSSCG00000026276
ZBTB41,ENSSSCG00000010897
ZBTB43,ENSSSCG00000032752
ZBTB44,ENSSSCG00000015247
ZBTB45,ENSSSCG00000035664
ZBTB46,ENSSSCG00000040388
ZBTB47,ENSSSCG00000030065
ZBTB48,ENSSSCG00000003383
ZBTB49,ENSSSCG00000008728
ZBTB5,ENSSSCG00000036340
ZBTB6,ENSSSCG00000005576
ZBTB7A,ENSSSCG00000029236
ZBTB7B,ENSSSCG00000028606
ZBTB7C,ENSSSCG00000028076
ZBTB8A,ENSSSCG00000021457
ZEB1,ENSSSCG00000011025
ZEB2,ENSSSCG00000021343
ZFAT,ENSSSCG00000030947
ZFHX2,ENSSSCG00000040339
ZFHX3,ENSSSCG00000002752
ZFHX4,ENSSSCG00000006169
ZFP1,ENSSSCG00000022668
ZFP14,ENSSSCG00000032673
ZFP2,ENSSSCG00000029380
ZFP28,ENSSSCG00000027774
ZFP30,ENSSSCG00000029408
ZFP36L1,ENSSSCG00000028304
ZFP36L2,ENSSSCG00000038549
ZFP42,ENSSSCG00000035444
ZFP62,ENSSSCG00000014539
ZFP64,ENSSSCG00000007481
ZFP69B,ENSSSCG00000003981
ZFP82,ENSSSCG00000031915
ZFP90,ENSSSCG00000032372
ZFP92,ENSSSCG00000012768
ZFPM1,ENSSSCG00000040875
ZFPM2,ENSSSCG00000006038
ZFTA,ENSSSCG00000031666
ZGLP1,ENSSSCG00000025754
ZGPAT,ENSSSCG00000036595
ZHX1,ENSSSCG00000005984
ZHX2,ENSSSCG00000021586
ZHX3,ENSSSCG00000032566
ZIC1,ENSSSCG00000011692
ZIC2,ENSSSCG00000009520
ZIC3,ENSSSCG00000012705
ZIC4,ENSSSCG00000011693
ZIC5,ENSSSCG00000009521
ZKSCAN1,ENSSSCG00000031461
ZKSCAN2,ENSSSCG00000007823
ZKSCAN4,ENSSSCG00000001204
ZKSCAN5,ENSSSCG00000031809
ZKSCAN7,ENSSSCG00000022195
ZKSCAN8,ENSSSCG00000001201
ZKSCAN8P1,ENSSSCG00000001202
ZMAT1,ENSSSCG00000012512
ZMAT3,ENSSSCG00000033860
ZMIZ1,ENSSSCG00000010329
ZMIZ2,ENSSSCG00000023820
ZNF12,ENSSSCG00000034517
ZNF131,ENSSSCG00000040959
ZNF133,ENSSSCG00000007093
ZNF135,ENSSSCG00000021888
ZNF140,ENSSSCG00000032144
ZNF143,ENSSSCG00000022070
ZNF146,ENSSSCG00000025355
ZNF148,ENSSSCG00000011858
ZNF157,ENSSSCG00000012272
ZNF16,ENSSSCG00000034031
ZNF165,ENSSSCG00000001197
ZNF169,ENSSSCG00000032834
ZNF174,ENSSSCG00000007958
ZNF175,ENSSSCG00000003233
ZNF18,ENSSSCG00000018014
ZNF180,ENSSSCG00000026699
ZNF182,ENSSSCG00000012284
ZNF184,ENSSSCG00000001164
ZNF189,ENSSSCG00000034239
ZNF197,ENSSSCG00000011304
ZNF2,ENSSSCG00000008117
ZNF200,ENSSSCG00000007965
ZNF202,ENSSSCG00000015145
ZNF205,ENSSSCG00000029375
ZNF207,ENSSSCG00000017732
ZNF213,ENSSSCG00000007967
ZNF217,ENSSSCG00000007484
ZNF219,ENSSSCG00000038313
ZNF22,ENSSSCG00000042874
ZNF227,ENSSSCG00000033420
ZNF23,ENSSSCG00000002738
ZNF232,ENSSSCG00000022999
ZNF235,ENSSSCG00000022434
ZNF236,ENSSSCG00000023533
ZNF239,ENSSSCG00000029576
ZNF24,ENSSSCG00000023276
ZNF248,ENSSSCG00000037204
ZNF25,ENSSSCG00000010196
ZNF250,ENSSSCG00000036160
ZNF251,ENSSSCG00000022161
ZNF26,ENSSSCG00000009730
ZNF260,ENSSSCG00000002930
ZNF263,ENSSSCG00000007963
ZNF268,ENSSSCG00000035148
ZNF274,ENSSSCG00000003998
ZNF276,ENSSSCG00000029228
ZNF277,ENSSSCG00000025910
ZNF280B,ENSSSCG00000033879
ZNF280C,ENSSSCG00000012659
ZNF281,ENSSSCG00000010911
ZNF282,ENSSSCG00000016773
ZNF283,ENSSSCG00000003072
ZNF287,ENSSSCG00000018031
ZNF292,ENSSSCG00000035281
ZNF296,ENSSSCG00000031166
ZNF3,ENSSSCG00000037215
ZNF300,ENSSSCG00000021371
ZNF304,ENSSSCG00000034301
ZNF311,ENSSSCG00000036405
ZNF316,ENSSSCG00000023378
ZNF317,ENSSSCG00000032506
ZNF318,ENSSSCG00000001667
ZNF319,ENSSSCG00000002808
ZNF32,ENSSSCG00000010416
ZNF322,ENSSSCG00000001156
ZNF326,ENSSSCG00000038253
ZNF329,ENSSSCG00000023027
ZNF331,ENSSSCG00000031793
ZNF333,ENSSSCG00000013786
ZNF335,ENSSSCG00000007432
ZNF34,ENSSSCG00000005893
ZNF341,ENSSSCG00000021769
ZNF35,ENSSSCG00000032080
ZNF354B,ENSSSCG00000028295
ZNF358,ENSSSCG00000025078
ZNF362,ENSSSCG00000032078
ZNF366,ENSSSCG00000016976
ZNF367,ENSSSCG00000028981
ZNF382,ENSSSCG00000002933
ZNF383,ENSSSCG00000021946
ZNF384,ENSSSCG00000000702
ZNF385A,ENSSSCG00000000292
ZNF385B,ENSSSCG00000023181
ZNF391,ENSSSCG00000046879
ZNF394,ENSSSCG00000036665
ZNF395,ENSSSCG00000009676
ZNF396,ENSSSCG00000030018
ZNF397,ENSSSCG00000039052
ZNF398,ENSSSCG00000030294
ZNF404,ENSSSCG00000003071
ZNF407,ENSSSCG00000033971
ZNF408,ENSSSCG00000023097
ZNF41,ENSSSCG00000039997
ZNF410,ENSSSCG00000002352
ZNF423,ENSSSCG00000002838
ZNF436,ENSSSCG00000035332
ZNF438,ENSSSCG00000011023
ZNF444,ENSSSCG00000035770
ZNF445,ENSSSCG00000024556
ZNF446,ENSSSCG00000039930
ZNF449,ENSSSCG00000012691
ZNF45,ENSSSCG00000003070
ZNF454,ENSSSCG00000027351
ZNF461,ENSSSCG00000029875
ZNF467,ENSSSCG00000039041
ZNF469,ENSSSCG00000031875
ZNF470,ENSSSCG00000039914
ZNF471,ENSSSCG00000003324
ZNF473,ENSSSCG00000037710
ZNF48,ENSSSCG00000007801
ZNF483,ENSSSCG00000037744
ZNF484,ENSSSCG00000008066
ZNF488,ENSSSCG00000040893
ZNF496,ENSSSCG00000036756
ZNF502,ENSSSCG00000011306
ZNF503,ENSSSCG00000010322
ZNF507,ENSSSCG00000025139
ZNF510,ENSSSCG00000011168
ZNF511,ENSSSCG00000010774
ZNF512,ENSSSCG00000008545
ZNF512B,ENSSSCG00000035939
ZNF513,ENSSSCG00000038626
ZNF514,ENSSSCG00000031072
ZNF516,ENSSSCG00000004859
ZNF518B,ENSSSCG00000029711
ZNF521,ENSSSCG00000003715
ZNF524,ENSSSCG00000024661
ZNF526,ENSSSCG00000028054
ZNF527,ENSSSCG00000021741
ZNF532,ENSSSCG00000034704
ZNF536,ENSSSCG00000029234
ZNF541,ENSSSCG00000003119
ZNF543,ENSSSCG00000033340
ZNF546,ENSSSCG00000002988
ZNF550,ENSSSCG00000035387
ZNF554,ENSSSCG00000038635
ZNF555,ENSSSCG00000013469
ZNF565,ENSSSCG00000002931
ZNF566,ENSSSCG00000029170
ZNF567,ENSSSCG00000002932
ZNF569,ENSSSCG00000029420
ZNF570,ENSSSCG00000031612
ZNF575,ENSSSCG00000003054
ZNF576,ENSSSCG00000036291
ZNF577,ENSSSCG00000038712
ZNF579,ENSSSCG00000025138
ZNF581,ENSSSCG00000040721
ZNF583,ENSSSCG00000032086
ZNF584,ENSSSCG00000004004
ZNF592,ENSSSCG00000034070
ZNF594,ENSSSCG00000017897
ZNF596,ENSSSCG00000025290
ZNF599,ENSSSCG00000035876
ZNF606,ENSSSCG00000003995
ZNF609,ENSSSCG00000004551
ZNF613,ENSSSCG00000032585
ZNF614,ENSSSCG00000003241
ZNF618,ENSSSCG00000005484
ZNF619,ENSSSCG00000011271
ZNF621,ENSSSCG00000026550
ZNF622,ENSSSCG00000016793
ZNF623,ENSSSCG00000039679
ZNF624,ENSSSCG00000025254
ZNF628,ENSSSCG00000025343
ZNF629,ENSSSCG00000007780
ZNF630,ENSSSCG00000012286
ZNF639,ENSSSCG00000038443
ZNF641,ENSSSCG00000021654
ZNF644,ENSSSCG00000022534
ZNF646,ENSSSCG00000026817
ZNF648,ENSSSCG00000015544
ZNF649,ENSSSCG00000038927
ZNF652,ENSSSCG00000017546
ZNF653,ENSSSCG00000013616
ZNF654,ENSSSCG00000036885
ZNF658,ENSSSCG00000036693
ZNF660,ENSSSCG00000011310
ZNF662,ENSSSCG00000011292
ZNF664,ENSSSCG00000032962
ZNF667,ENSSSCG00000024622
ZNF668,ENSSSCG00000007767
ZNF672,ENSSSCG00000013978
ZNF683,ENSSSCG00000040579
ZNF684,ENSSSCG00000003979
ZNF687,ENSSSCG00000006627
ZNF688,ENSSSCG00000037875
ZNF689,ENSSSCG00000033496
ZNF691,ENSSSCG00000040559
ZNF692,ENSSSCG00000030672
ZNF696,ENSSSCG00000006959
ZNF697,ENSSSCG00000006718
ZNF7,ENSSSCG00000005890
ZNF70,ENSSSCG00000010076
ZNF710,ENSSSCG00000021361
ZNF711,ENSSSCG00000021601
ZNF713,ENSSSCG00000029029
ZNF740,ENSSSCG00000036564
ZNF75A,ENSSSCG00000029285
ZNF75D,ENSSSCG00000012689
ZNF76,ENSSSCG00000001537
ZNF768,ENSSSCG00000023349
ZNF770,ENSSSCG00000004799
ZNF771,ENSSSCG00000040745
ZNF772,ENSSSCG00000038250
ZNF773,ENSSSCG00000039978
ZNF777,ENSSSCG00000016775
ZNF782,ENSSSCG00000011167
ZNF783,ENSSSCG00000031870
ZNF784,ENSSSCG00000037024
ZNF786,ENSSSCG00000015450
ZNF787,ENSSSCG00000003317
ZNF789,ENSSSCG00000007618
ZNF79,ENSSSCG00000005611
ZNF791,ENSSSCG00000029347
ZNF792,ENSSSCG00000036886
ZNF793,ENSSSCG00000033611
ZNF8,ENSSSCG00000040038
ZNF800,ENSSSCG00000024157
ZNF81,ENSSSCG00000012283
ZNF827,ENSSSCG00000009037
ZNF831,ENSSSCG00000007526
ZNF84,ENSSSCG00000009729
ZNF853,ENSSSCG00000037890
ZNF865,ENSSSCG00000029156
ZNF879,ENSSSCG00000021640
ZNF891,ENSSSCG00000037951
ZNFX1,ENSSSCG00000030108
ZSCAN10,ENSSSCG00000029641
ZSCAN12,ENSSSCG00000001209
ZSCAN16,ENSSSCG00000022664
ZSCAN2,ENSSSCG00000036356
ZSCAN20,ENSSSCG00000003621
ZSCAN23,ENSSSCG00000037512
ZSCAN25,ENSSSCG00000039842
ZSCAN26,ENSSSCG00000001206
ZSCAN29,ENSSSCG00000004709
ZSCAN30,ENSSSCG00000003740
ZSCAN31,ENSSSCG00000025335
ZSCAN9,ENSSSCG00000001203
ZXDC,ENSSSCG00000001824
ZZZ3,ENSSSCG00000003772
