gene_symbol,reference_gene_id
Rbck1,ENSRNOG00000006695
Rbpj,ENSRNOG00000046327
Rbpjl,ENSRNOG00000026295
Rcor1,ENSRNOG00000049783
Rcor2,ENSRNOG00000060849
Rcor3,ENSRNOG00000046445
Rel,ENSRNOG00000054437
Rela,ENSRNOG00000030888
Relb,ENSRNOG00000033235
Repin1,ENSRNOG00000008239
Rere,ENSRNOG00000017940
Rest,ENSRNOG00000002074
Rex2,ENSRNOG00000062461
Rfx1,ENSRNOG00000006049
Rfx2,ENSRNOG00000045846
Rfx3,ENSRNOG00000014486
Rfx4,ENSRNOG00000051536
Rfx5,ENSRNOG00000021012
Rfx6,ENSRNOG00000027949
Rfx7,ENSRNOG00000060367
Rfx8,ENSRNOG00000058243
Rfxank,ENSRNOG00000033318
RGD1304745,ENSRNOG00000052334
RGD1306271,ENSRNOG00000013729
RGD1559747,ENSRNOG00000070281
RGD1559962,ENSRNOG00000026462
RGD1560314,ENSRNOG00000068476
RGD1561277,ENSRNOG00000051868
RGD1561413,ENSRNOG00000033792
RGD1564236,ENSRNOG00000029702
RGD1565430,ENSRNOG00000067936
RGD1565622,ENSRNOG00000062859
RGD1566225,ENSRNOG00000071109
RGD1566386,ENSRNOG00000028651
Rhox10,ENSRNOG00000040026
Rhox11,ENSRNOG00000028044
Rhox2,ENSRNOG00000040013
Rhox3,ENSRNOG00000053351
Rhox4g,ENSRNOG00000058333
Rhox7,ENSRNOG00000063283
Rhox9,ENSRNOG00000050457
Rhox9,ENSRNOG00000052383
Rlf,ENSRNOG00000027921
Rora,ENSRNOG00000027145
Rorb,ENSRNOG00000013413
Rorc,ENSRNOG00000020836
Rreb1,ENSRNOG00000015701
Runx1,ENSRNOG00000001704
Runx2,ENSRNOG00000020193
Runx3,ENSRNOG00000054217
Rxra,ENSRNOG00000009446
Rxrb,ENSRNOG00000000464
Rxrg,ENSRNOG00000004537
Sall1,ENSRNOG00000013907
Sall2,ENSRNOG00000013287
Sall3,ENSRNOG00000026116
Sall4,ENSRNOG00000050035
Samd11,ENSRNOG00000020342
Satb1,ENSRNOG00000012942
Satb2,ENSRNOG00000010188
Scrt1,ENSRNOG00000025594
Scrt2,ENSRNOG00000005148
Scx,ENSRNOG00000021812
Sebox,ENSRNOG00000009979
Setbp1,ENSRNOG00000016208
Setdb1,ENSRNOG00000021143
Setdb2,ENSRNOG00000021680
Sfpq,ENSRNOG00000058461
Shox2,ENSRNOG00000012478
Sim1,ENSRNOG00000037600
Sim2,ENSRNOG00000054203
Six1,ENSRNOG00000022777
Six2,ENSRNOG00000068029
Six3,ENSRNOG00000057031
Six4,ENSRNOG00000007250
Six5,ENSRNOG00000060146
Six6,ENSRNOG00000006296
Smad1,ENSRNOG00000018483
Smad2,ENSRNOG00000018140
Smad3,ENSRNOG00000008620
Smad4,ENSRNOG00000051965
Smad5,ENSRNOG00000022870
Smad6,ENSRNOG00000009173
Smad7,ENSRNOG00000018359
Smad9,ENSRNOG00000000091
Smarcal1,ENSRNOG00000016503
Smarcc1,ENSRNOG00000020804
Smarcc2,ENSRNOG00000031135
Smarce1,ENSRNOG00000010676
Snai1,ENSRNOG00000009594
Snai2,ENSRNOG00000047699
Snai3,ENSRNOG00000013586
Snapc4,ENSRNOG00000018845
Sohlh1,ENSRNOG00000033983
Sohlh2,ENSRNOG00000038091
Sox1,ENSRNOG00000064976
Sox10,ENSRNOG00000011305
Sox11,ENSRNOG00000030034
Sox12,ENSRNOG00000065264
Sox13,ENSRNOG00000028353
Sox14,ENSRNOG00000022084
Sox15,ENSRNOG00000012155
Sox17,ENSRNOG00000027357
Sox18,ENSRNOG00000016248
Sox2,ENSRNOG00000012199
Sox21,ENSRNOG00000063983
Sox3,ENSRNOG00000058173
Sox30,ENSRNOG00000006098
Sox4,ENSRNOG00000065643
Sox5,ENSRNOG00000027869
Sox6,ENSRNOG00000020514
Sox7,ENSRNOG00000012049
Sox8,ENSRNOG00000018841
Sox9,ENSRNOG00000002607
Sp1,ENSRNOG00000014084
Sp100,ENSRNOG00000022769
Sp110,ENSRNOG00000033747
Sp140,ENSRNOG00000022800
Sp2,ENSRNOG00000010492
Sp3,ENSRNOG00000060479
Sp4,ENSRNOG00000005472
Sp5,ENSRNOG00000054086
Sp6,ENSRNOG00000023551
Sp7,ENSRNOG00000014082
Sp8,ENSRNOG00000068174
Sp9,ENSRNOG00000028187
Spdef,ENSRNOG00000000491
Spi1,ENSRNOG00000012172
Spib,ENSRNOG00000019660
Spic,ENSRNOG00000005720
Spz1,ENSRNOG00000013050
Srebf1,ENSRNOG00000003463
Srebf2,ENSRNOG00000007400
Srf,ENSRNOG00000018232
Sry,ENSRNOG00000070071
Sry3,ENSRNOG00000064645
Sry3,ENSRNOG00000066009
Sry3,ENSRNOG00000066858
Sry3,ENSRNOG00000068692
Ssrp1,ENSRNOG00000008825
St18,ENSRNOG00000006200
Stat2,ENSRNOG00000031081
Stat3,ENSRNOG00000019742
Stat4,ENSRNOG00000014079
Stat5a,ENSRNOG00000019496
Stat5b,ENSRNOG00000019075
Stat6,ENSRNOG00000025023
Sub1,ENSRNOG00000067555
Tada2a,ENSRNOG00000002757
Tada2b,ENSRNOG00000027326
Tal1,ENSRNOG00000025051
Tal2,ENSRNOG00000028082
Tax1bp1,ENSRNOG00000008393
Tbr1,ENSRNOG00000005049
Tbx1,ENSRNOG00000001892
Tbx10,ENSRNOG00000017944
Tbx15,ENSRNOG00000019565
Tbx18,ENSRNOG00000010685
Tbx19,ENSRNOG00000002979
Tbx2,ENSRNOG00000003517
Tbx20,ENSRNOG00000016181
Tbx21,ENSRNOG00000009427
Tbx22,ENSRNOG00000002346
Tbx3,ENSRNOG00000008706
Tbx4,ENSRNOG00000003544
Tbx5,ENSRNOG00000001399
Tbx6,ENSRNOG00000019771
Tbxt,ENSRNOG00000012229
Tcf12,ENSRNOG00000057754
Tcf15,ENSRNOG00000000012
Tcf19,ENSRNOG00000058288
Tcf21,ENSRNOG00000016700
Tcf23,ENSRNOG00000025736
Tcf24,ENSRNOG00000052668
Tcf25,ENSRNOG00000017023
Tcf3,ENSRNOG00000051499
Tcf4,ENSRNOG00000012405
Tcf7,ENSRNOG00000005872
Tcf7l1,ENSRNOG00000014753
Tcf7l2,ENSRNOG00000049232
Tcfl5,ENSRNOG00000061199
Tead1,ENSRNOG00000015488
Tead2,ENSRNOG00000020695
Tead3,ENSRNOG00000000506
Tead4,ENSRNOG00000005608
Tef,ENSRNOG00000019383
Terb1,ENSRNOG00000055097
Terf1,ENSRNOG00000007291
Terf2,ENSRNOG00000020435
Tet2,ENSRNOG00000023579
Tfam,ENSRNOG00000000613
Tfap2a,ENSRNOG00000015522
Tfap2b,ENSRNOG00000011823
Tfap2c,ENSRNOG00000005246
Tfap2d,ENSRNOG00000011642
Tfap2e,ENSRNOG00000027595
Tfap4,ENSRNOG00000005227
Tfb1m,ENSRNOG00000056223
Tfcp2,ENSRNOG00000032395
Tfcp2l1,ENSRNOG00000002414
Tfdp1,ENSRNOG00000019222
Tfdp2,ENSRNOG00000011241
Tfe3,ENSRNOG00000009605
Tfeb,ENSRNOG00000014666
Tfec,ENSRNOG00000061595
Tgif1,ENSRNOG00000015906
Tgif2,ENSRNOG00000042374
Thap1,ENSRNOG00000056956
Thap11,ENSRNOG00000019109
Thap12,ENSRNOG00000053923
Thap2,ENSRNOG00000066749
Thap3,ENSRNOG00000026840
Thap4,ENSRNOG00000018351
Thap6,ENSRNOG00000058724
Thap7,ENSRNOG00000037967
Thra,ENSRNOG00000009066
Thrb,ENSRNOG00000006649
Tlx1,ENSRNOG00000016120
Tlx2,ENSRNOG00000055188
Tlx3,ENSRNOG00000004976
Tmf1,ENSRNOG00000056462
Tox,ENSRNOG00000010777
Tox2,ENSRNOG00000008146
Tox3,ENSRNOG00000028649
Tox4,ENSRNOG00000012844
Tp53,ENSRNOG00000010756
Tp63,ENSRNOG00000001924
Tp73,ENSRNOG00000024707
Trerf1,ENSRNOG00000022598
Trps1,ENSRNOG00000024998
Tsc22d1,ENSRNOG00000001030
Tsc22d2,ENSRNOG00000038044
Tsc22d3,ENSRNOG00000056135
Tsc22d4,ENSRNOG00000050805
Tshz1,ENSRNOG00000016246
Tshz2,ENSRNOG00000048433
Tshz3,ENSRNOG00000013938
Ttf1,ENSRNOG00000039777
Tub,ENSRNOG00000046566
Tulp1,ENSRNOG00000000507
Tulp2,ENSRNOG00000020927
Tulp3,ENSRNOG00000005767
Tulp4,ENSRNOG00000018012
Twist1,ENSRNOG00000011101
Twist2,ENSRNOG00000020355
Ubp1,ENSRNOG00000009729
Ubtf,ENSRNOG00000020937
Uncx,ENSRNOG00000001284
Usf2,ENSRNOG00000053725
Usf3,ENSRNOG00000027756
Vax1,ENSRNOG00000008824
Vax2,ENSRNOG00000013261
Vdr,ENSRNOG00000054420
Vezf1,ENSRNOG00000009819
Vsx1,ENSRNOG00000042220
Vsx2,ENSRNOG00000011918
Wdhd1,ENSRNOG00000011167
Wiz,ENSRNOG00000006217
Wt1,ENSRNOG00000013074
Xbp1,ENSRNOG00000010298
Xpa,ENSRNOG00000009576
Ybx1,ENSRNOG00000023786
Ybx1-ps3,ENSRNOG00000032902
Ybx2,ENSRNOG00000017117
Ybx3,ENSRNOG00000005480
Yeats4,ENSRNOG00000005689
Yy1,ENSRNOG00000004339
Zbed4,ENSRNOG00000004588
Zbtb1,ENSRNOG00000058593
Zbtb10,ENSRNOG00000061862
Zbtb11,ENSRNOG00000001613
Zbtb16,ENSRNOG00000029980
Zbtb17,ENSRNOG00000010436
Zbtb18,ENSRNOG00000004423
Zbtb2,ENSRNOG00000019544
Zbtb20,ENSRNOG00000056716
Zbtb21,ENSRNOG00000001623
Zbtb22,ENSRNOG00000000476
Zbtb24,ENSRNOG00000000308
Zbtb25,ENSRNOG00000006441
Zbtb26,ENSRNOG00000009346
Zbtb3,ENSRNOG00000019461
Zbtb32,ENSRNOG00000042465
Zbtb33,ENSRNOG00000028899
Zbtb34,ENSRNOG00000032700
Zbtb37,ENSRNOG00000026907
Zbtb38,ENSRNOG00000012386
Zbtb39,ENSRNOG00000004306
Zbtb4,ENSRNOG00000014689
Zbtb40,ENSRNOG00000022039
Zbtb42,ENSRNOG00000037562
Zbtb43,ENSRNOG00000017017
Zbtb44,ENSRNOG00000005578
Zbtb45,ENSRNOG00000027459
Zbtb46,ENSRNOG00000014592
Zbtb47,ENSRNOG00000019382
Zbtb48,ENSRNOG00000009595
Zbtb49,ENSRNOG00000005633
Zbtb5,ENSRNOG00000012726
Zbtb6,ENSRNOG00000009340
Zbtb7a,ENSRNOG00000020161
Zbtb7b,ENSRNOG00000020640
Zbtb7c,ENSRNOG00000047924
Zbtb8a,ENSRNOG00000008300
Zbtb8b,ENSRNOG00000026898
Zc3h11a,ENSRNOG00000053210
Zeb1,ENSRNOG00000017863
Zeb2,ENSRNOG00000004677
Zfat,ENSRNOG00000025140
Zfhx2,ENSRNOG00000025634
Zfhx3,ENSRNOG00000014452
Zfhx4,ENSRNOG00000008765
Zfp1,ENSRNOG00000019059
Zfp105,ENSRNOG00000032919
Zfp11,ENSRNOG00000051442
Zfp110,ENSRNOG00000031328
Zfp111,ENSRNOG00000024376
Zfp112,ENSRNOG00000029022
Zfp113,ENSRNOG00000063927
Zfp119b,ENSRNOG00000069449
Zfp128,ENSRNOG00000031459
Zfp13,ENSRNOG00000003455
Zfp131,ENSRNOG00000015925
Zfp133,ENSRNOG00000027955
Zfp14,ENSRNOG00000030932
Zfp141,ENSRNOG00000070234
Zfp142,ENSRNOG00000022414
Zfp143,ENSRNOG00000010087
Zfp146,ENSRNOG00000006796
Zfp146,ENSRNOG00000067450
Zfp148,ENSRNOG00000001789
Zfp157,ENSRNOG00000001323
Zfp160,ENSRNOG00000059492
Zfp161,ENSRNOG00000016719
Zfp169,ENSRNOG00000017092
Zfp17,ENSRNOG00000024056
Zfp174,ENSRNOG00000007655
Zfp18,ENSRNOG00000003981
Zfp180,ENSRNOG00000029336
Zfp182,ENSRNOG00000047132
Zfp184,ENSRNOG00000061612
Zfp189,ENSRNOG00000006972
Zfp2,ENSRNOG00000030750
Zfp202,ENSRNOG00000058932
Zfp212,ENSRNOG00000006711
Zfp213,ENSRNOG00000021872
Zfp217,ENSRNOG00000021787
Zfp219,ENSRNOG00000011544
Zfp229,ENSRNOG00000058030
Zfp235,ENSRNOG00000068100
Zfp236,ENSRNOG00000016303
Zfp239,ENSRNOG00000062429
Zfp24,ENSRNOG00000016562
Zfp248,ENSRNOG00000037251
Zfp251,ENSRNOG00000030308
Zfp26,ENSRNOG00000025937
Zfp260,ENSRNOG00000020762
Zfp263,ENSRNOG00000007678
Zfp266,ENSRNOG00000034037
Zfp267,ENSRNOG00000042283
Zfp27,ENSRNOG00000070848
Zfp275,ENSRNOG00000061073
Zfp276,ENSRNOG00000016631
Zfp277,ENSRNOG00000045854
Zfp280b,ENSRNOG00000028441
Zfp280c,ENSRNOG00000006797
Zfp280d,ENSRNOG00000055631
Zfp281,ENSRNOG00000058643
Zfp282,ENSRNOG00000026981
Zfp286a,ENSRNOG00000003218
Zfp287,ENSRNOG00000003215
Zfp292,ENSRNOG00000031031
Zfp296,ENSRNOG00000049605
Zfp3,ENSRNOG00000005009
Zfp300,ENSRNOG00000046469
Zfp316,ENSRNOG00000001094
Zfp317,ENSRNOG00000006684
Zfp318,ENSRNOG00000018741
Zfp319,ENSRNOG00000062825
Zfp322a,ENSRNOG00000017318
Zfp324,ENSRNOG00000027436
Zfp326,ENSRNOG00000047761
Zfp329,ENSRNOG00000019376
Zfp335,ENSRNOG00000017290
Zfp347,ENSRNOG00000071023
Zfp35,ENSRNOG00000049137
Zfp352,ENSRNOG00000033600
Zfp353,ENSRNOG00000050804
Zfp354a,ENSRNOG00000003634
Zfp354c,ENSRNOG00000029205
Zfp358,ENSRNOG00000000974
Zfp362,ENSRNOG00000043364
Zfp366,ENSRNOG00000017249
Zfp367,ENSRNOG00000027234
Zfp36l1,ENSRNOG00000058646
Zfp36l2,ENSRNOG00000005067
Zfp37,ENSRNOG00000069865
Zfp382,ENSRNOG00000020777
Zfp383,ENSRNOG00000020774
Zfp384,ENSRNOG00000017066
Zfp385a,ENSRNOG00000036833
Zfp386,ENSRNOG00000004268
Zfp39,ENSRNOG00000014712
Zfp394,ENSRNOG00000000983
Zfp395,ENSRNOG00000014191
Zfp397,ENSRNOG00000048101
Zfp398,ENSRNOG00000006703
Zfp40,ENSRNOG00000011675
Zfp407,ENSRNOG00000043357
Zfp41,ENSRNOG00000007489
Zfp410,ENSRNOG00000010985
Zfp414,ENSRNOG00000008378
Zfp418,ENSRNOG00000015271
Zfp42,ENSRNOG00000067356
Zfp420,ENSRNOG00000037556
Zfp422,ENSRNOG00000013379
Zfp423,ENSRNOG00000014658
Zfp426,ENSRNOG00000033624
Zfp42l,ENSRNOG00000063726
Zfp438,ENSRNOG00000028329
Zfp444,ENSRNOG00000015517
Zfp445,ENSRNOG00000025554
Zfp449,ENSRNOG00000050562
Zfp455,ENSRNOG00000031576
Zfp458,ENSRNOG00000017986
Zfp467,ENSRNOG00000007707
Zfp472,ENSRNOG00000004572
Zfp473,ENSRNOG00000026572
Zfp474,ENSRNOG00000018724
Zfp483,ENSRNOG00000014975
Zfp488,ENSRNOG00000057542
Zfp494,ENSRNOG00000042772
Zfp496,ENSRNOG00000003129
Zfp503,ENSRNOG00000014237
Zfp507,ENSRNOG00000013565
Zfp51,ENSRNOG00000043341
Zfp51,ENSRNOG00000056036
Zfp511,ENSRNOG00000018272
Zfp512,ENSRNOG00000039815
Zfp512b,ENSRNOG00000015558
Zfp513,ENSRNOG00000005298
Zfp516,ENSRNOG00000016258
Zfp518b,ENSRNOG00000028534
Zfp52,ENSRNOG00000042826
Zfp521,ENSRNOG00000016874
Zfp523,ENSRNOG00000000501
Zfp526,ENSRNOG00000047526
Zfp53,ENSRNOG00000042347
Zfp532,ENSRNOG00000017116
Zfp536,ENSRNOG00000014163
Zfp54,ENSRNOG00000051578
Zfp541,ENSRNOG00000021800
Zfp551,ENSRNOG00000068425
Zfp560,ENSRNOG00000048394
Zfp563,ENSRNOG00000062776
Zfp566,ENSRNOG00000048138
Zfp57,ENSRNOG00000022730
Zfp574,ENSRNOG00000055761
Zfp575,ENSRNOG00000024065
Zfp579,ENSRNOG00000016608
Zfp580,ENSRNOG00000016274
Zfp583,ENSRNOG00000034184
Zfp592,ENSRNOG00000060206
Zfp597,ENSRNOG00000007576
Zfp60,ENSRNOG00000018885
Zfp605,ENSRNOG00000037428
Zfp606,ENSRNOG00000019127
Zfp608,ENSRNOG00000023197
Zfp609,ENSRNOG00000015977
Zfp612,ENSRNOG00000016971
Zfp617,ENSRNOG00000049856
Zfp618,ENSRNOG00000062890
Zfp619,ENSRNOG00000066986
Zfp62,ENSRNOG00000051756
Zfp622,ENSRNOG00000010589
Zfp623,ENSRNOG00000009302
Zfp628,ENSRNOG00000038622
Zfp629,ENSRNOG00000018877
Zfp639,ENSRNOG00000043053
Zfp64,ENSRNOG00000012762
Zfp641,ENSRNOG00000032447
Zfp644,ENSRNOG00000002112
Zfp646,ENSRNOG00000026115
Zfp647,ENSRNOG00000068661
Zfp648,ENSRNOG00000031569
Zfp652,ENSRNOG00000017001
Zfp653,ENSRNOG00000014065
Zfp654,ENSRNOG00000029956
Zfp655,ENSRNOG00000060129
Zfp661,ENSRNOG00000068677
Zfp663,ENSRNOG00000031478
Zfp664,ENSRNOG00000064009
Zfp667,ENSRNOG00000033906
Zfp668,ENSRNOG00000016683
Zfp672,ENSRNOG00000002713
Zfp68,ENSRNOG00000001317
Zfp683,ENSRNOG00000065788
Zfp687,ENSRNOG00000021026
Zfp688,ENSRNOG00000018379
Zfp689,ENSRNOG00000066277
Zfp691,ENSRNOG00000007398
Zfp692,ENSRNOG00000002682
Zfp697,ENSRNOG00000065357
Zfp7,ENSRNOG00000050695
Zfp707,ENSRNOG00000057901
Zfp708,ENSRNOG00000049662
Zfp709,ENSRNOG00000016186
Zfp709l1,ENSRNOG00000066372
Zfp710,ENSRNOG00000014278
Zfp711,ENSRNOG00000022391
Zfp712,ENSRNOG00000068153
Zfp74,ENSRNOG00000069539
Zfp746,ENSRNOG00000007064
Zfp748,ENSRNOG00000049259
Zfp748,ENSRNOG00000069921
Zfp758,ENSRNOG00000051867
Zfp763,ENSRNOG00000057416
Zfp764,ENSRNOG00000031003
Zfp764l1,ENSRNOG00000046480
Zfp770,ENSRNOG00000043037
Zfp771,ENSRNOG00000043225
Zfp772,ENSRNOG00000015598
Zfp773-ps1,ENSRNOG00000047061
Zfp775,ENSRNOG00000008362
Zfp777,ENSRNOG00000033639
Zfp78,ENSRNOG00000042777
Zfp780b,ENSRNOG00000029805
Zfp786,ENSRNOG00000006925
Zfp787,ENSRNOG00000015456
Zfp790,ENSRNOG00000066969
Zfp791,ENSRNOG00000023920
Zfp799,ENSRNOG00000032552
Zfp800,ENSRNOG00000007662
Zfp81,ENSRNOG00000069530
Zfp810,ENSRNOG00000014331
Zfp819,ENSRNOG00000030160
Zfp82,ENSRNOG00000052023
Zfp827,ENSRNOG00000011697
Zfp831,ENSRNOG00000024693
Zfp84,ENSRNOG00000029043
Zfp84,ENSRNOG00000046652
Zfp846,ENSRNOG00000020356
Zfp865,ENSRNOG00000016279
Zfp865,ENSRNOG00000028628
Zfp866,ENSRNOG00000011492
Zfp867,ENSRNOG00000022431
Zfp868,ENSRNOG00000028919
Zfp869,ENSRNOG00000033351
Zfp87,ENSRNOG00000016462
Zfp870,ENSRNOG00000030416
Zfp871,ENSRNOG00000004947
Zfp875,ENSRNOG00000017963
Zfp879,ENSRNOG00000030517
Zfp9,ENSRNOG00000006726
Zfp90,ENSRNOG00000020087
Zfp91,ENSRNOG00000012524
Zfp92,ENSRNOG00000051836
Zfp938,ENSRNOG00000033583
Zfp939,ENSRNOG00000064970
Zfp94,ENSRNOG00000065649
Zfp943,ENSRNOG00000026569
Zfp949,ENSRNOG00000043223
Zfp950,ENSRNOG00000032668
Zfp951,ENSRNOG00000037421
Zfp951,ENSRNOG00000043048
Zfp954,ENSRNOG00000022742
Zfp955a,ENSRNOG00000048577
Zfp956,ENSRNOG00000026874
Zfp958,ENSRNOG00000030410
Zfp958,ENSRNOG00000065430
Zfp958l1,ENSRNOG00000000891
Zfp963,ENSRNOG00000042580
Zfp964,ENSRNOG00000042504
Zfpm1,ENSRNOG00000043077
Zfpm2,ENSRNOG00000004109
Zfta,ENSRNOG00000032042
Zfx,ENSRNOG00000005624
Zglp1,ENSRNOG00000042601
Zgpat,ENSRNOG00000014235
Zhx1,ENSRNOG00000006412
Zhx2,ENSRNOG00000005417
Zhx3,ENSRNOG00000027988
Zic1,ENSRNOG00000014644
Zic2,ENSRNOG00000054879
Zic3,ENSRNOG00000000861
Zic4,ENSRNOG00000014871
Zic5,ENSRNOG00000014358
Zik1,ENSRNOG00000046455
Zim1,ENSRNOG00000015071
Zkscan1,ENSRNOG00000001335
Zkscan2,ENSRNOG00000024245
Zkscan3,ENSRNOG00000055000
Zkscan4,ENSRNOG00000051823
Zkscan5,ENSRNOG00000059552
Zkscan7,ENSRNOG00000004104
Zkscan8,ENSRNOG00000053635
Zmat3,ENSRNOG00000063864
Zmiz1,ENSRNOG00000010488
Zmiz2,ENSRNOG00000025923
Znf454,ENSRNOG00000029678
Znf48,ENSRNOG00000017837
Znf660,ENSRNOG00000053687
Znf740,ENSRNOG00000012192
Znf750,ENSRNOG00000046482
Znf768,ENSRNOG00000029490
Znfx1,ENSRNOG00000008194
Zscan10,ENSRNOG00000021782
Zscan12,ENSRNOG00000052959
Zscan2,ENSRNOG00000022164
Zscan20,ENSRNOG00000005886
Zscan21,ENSRNOG00000039234
Zscan22,ENSRNOG00000031113
Zscan25,ENSRNOG00000042213
Zscan26,ENSRNOG00000053518
Zscan29,ENSRNOG00000012419
Zscan30,ENSRNOG00000030131
Zscan4f,ENSRNOG00000028214
Zscan5b,ENSRNOG00000049014
Zxdc,ENSRNOG00000025818
Zzz3,ENSRNOG00000050321
