gene_symbol,reference_gene_id
ZFHX4,ENSGALG00000037164
ZFP36L1,ENSGALG00000039228
ZFP36L2,ENSGALG00000033129
ZFP64,ENSGALG00000038858
ZFP92,ENSGALG00000015459
ZFPM1,ENSGALG00000049065
ZFPM2,ENSGALG00000040079
ZHX1,ENSGALG00000034999
ZHX2,ENSGALG00000043827
ZHX3,ENSGALG00000039155
ZIC1,ENSGALG00000040532
ZIC2,ENSGALG00000041083
ZIC3,ENSGALG00000031144
ZIC4,ENSGALG00000006810
ZIC5,ENSGALG00000034197
ZMAT3,ENSGALG00000040948
ZMIZ1,ENSGALG00000004850
ZNF131,ENSGALG00000014859
ZNF142,ENSGALG00000011393
ZNF143,ENSGALG00000005787
ZNF148,ENSGALG00000012049
ZNF236,ENSGALG00000013657
ZNF276,ENSGALG00000000513
ZNF277,ENSGALG00000009454
ZNF282,ENSGALG00000039048
ZNF292,ENSGALG00000035472
ZNF302,ENSGALG00000034134
ZNF318,ENSGALG00000034040
ZNF319,ENSGALG00000000999
ZNF326,ENSGALG00000006113
ZNF335,ENSGALG00000041370
ZNF341,ENSGALG00000002968
ZNF362,ENSGALG00000026558
ZNF366,ENSGALG00000015008
ZNF367,ENSGALG00000012629
ZNF384,ENSGALG00000032599
ZNF385B,ENSGALG00000009012
ZNF395,ENSGALG00000034140
ZNF407,ENSGALG00000036128
ZNF410,ENSGALG00000010193
ZNF414,ENSGALG00000024378
ZNF423,ENSGALG00000003891
ZNF438,ENSGALG00000007266
ZNF467,ENSGALG00000053653
ZNF503,ENSGALG00000051505
ZNF507,ENSGALG00000004532
ZNF511,ENSGALG00000003533
ZNF512,ENSGALG00000016506
ZNF512B,ENSGALG00000006013
ZNF513,ENSGALG00000016516
ZNF516,ENSGALG00000013660
ZNF518A,ENSGALG00000006966
ZNF518B,ENSGALG00000014954
ZNF521,ENSGALG00000015112
ZNF536,ENSGALG00000035602
ZNF592,ENSGALG00000031589
ZNF608,ENSGALG00000005016
ZNF609,ENSGALG00000040087
ZNF618,ENSGALG00000008886
ZNF622,ENSGALG00000037171
ZNF628,ENSGALG00000044788
ZNF639,ENSGALG00000005944
ZNF644,ENSGALG00000034253
ZNF652,ENSGALG00000001279
ZNF654,ENSGALG00000022866
ZNF687,ENSGALG00000040270
ZNF692,ENSGALG00000041845
ZNF704,ENSGALG00000030011
ZNF706,ENSGALG00000041200
ZNF710,ENSGALG00000036163
ZNF711,ENSGALG00000006929
ZNF740,ENSGALG00000033246
ZNF750,ENSGALG00000001518
ZNF76,ENSGALG00000002630
ZNF767,ENSGALG00000036870
ZNF770,ENSGALG00000009817
ZNF777,ENSGALG00000038657
ZNF800,ENSGALG00000033997
ZNF821,ENSGALG00000000817
ZNF827,ENSGALG00000009982
ZNF831,ENSGALG00000049068
ZNFX1,ENSGALG00000004859
ZZZ3,ENSGALG00000008988
